BI	TOTAL	ABU	JOC	MON	OUV	PER
lk	287	 59	 64	 93	 19	 52
ll	109884	 25586	 24748	 20063	 19458	 20029
lm	1692	 355	 148	 710	 106	 373
ln	143	 16	 36	 37	 23	 31
lo	59423	 9374	 11022	 9848	 15759	 13420
lp	777	 138	 62	 293	 169	 115
lq	4502	 1495	 318	 1020	 822	 847
lr	61	 2	 2	 9	0	 48
ls	21558	 5524	 4163	 3680	 4078	 4113
lt	13374	 1103	 3304	 2101	 2559	 4307
lu	59014	 13153	 8794	 11086	 13321	 12660
lv	655	 108	 214	 144	 82	 107
lw	33	 2	 4	 9	 6	 12
lx	20	 13	0	0	 3	 4
ly	4393	 243	 551	 754	 816	 2029
lz	137	 25	 51	 18	 9	 34
l’	4	0	0	0	0	 4
l«	1	0	 1	0	0	0
l­	3	0	0	0	 3	0
l®	1	0	0	0	0	 1
l»	205	0	 117	0	0	 88
lÈ	4	0	0	0	 4	0
là	4394	 1964	 188	 953	 618	 671
lá	2	0	 2	0	0	0
lâ	376	 221	 6	 77	 32	 40
lä	2	0	0	0	0	 2
lå	1	0	0	0	0	 1
læ	7	 7	0	0	0	0
lè	7401	 1171	 1785	 1340	 1473	 1632
lé	21836	 2955	 5219	 4101	 4220	 5341
lê	77	 71	0	 4	 2	0
lì	1	0	 1	0	0	0
lí	2	0	 2	0	0	0
lî	18	 16	 2	0	0	0
ló	6	0	 6	0	0	0
lô	373	 9	 174	 63	 59	 68
lö	7	0	 7	0	0	0
lû	44	 31	0	 12	0	 1
lü	5	 1	0	 4	0	0
m 	7060	 597	 3527	 1090	 675	 1171
m"	10	0	0	 4	 1	 5
m'	1742	 1075	 22	 252	 297	 96
m(	4	0	0	0	0	 4
m)	138	0	 40	 15	 16	 67
m+	3	0	0	0	0	 3
m,	946	 220	 151	 252	 88	 235
m-	87	 6	 7	 41	 4	 29
m.	1112	 105	 67	 750	 52	 138
m/	281	0	 4	 3	 259	 15
m2	19	0	0	0	0	 19
m3	4	0	0	0	0	 4
m9	4	0	 4	0	0	0
m:	5	0	 5	0	0	0
m;	8	0	 5	 1	0	 2
m?	18	0	 18	0	0	0
mF	1	0	0	0	 1	0
mH	1	0	0	 1	0	0
mJ	1	0	0	0	0	 1
mK	2	0	0	0	0	 2
mR	1	0	0	0	0	 1
mS	2	0	 2	0	0	0
ma	94261	 18680	 19392	 17890	 19519	 18780
mb	30098	 5456	 10640	 4877	 4802	 4323
mc	17	0	 4	 2	 10	 1
md	21	 13	0	 3	0	 5
me	220905	 34443	 58186	 35507	 46273	 46496
mf	7	 2	 3	 2	0	0
mg	28	0	 12	 7	0	 9
mh	11	 4	 3	 3	 1	0
mi	81299	 9930	 29878	 13905	 13903	 13683
mj	2	0	0	 1	0	 1
mk	3	0	0	 1	0	 2
ml	84	 5	 10	 42	 1	 26
mm	77969	 12458	 36135	 8735	 9485	 11156
mn	1576	 257	 298	 332	 537	 152
mo	55226	 12705	 7483	 9716	 13347	 11975
mp	52361	 7514	 11382	 9054	 12014	 12397
mq	3	 2	0	0	0	 1
mr	14	0	 8	 2	 3	 1
ms	935	 193	 124	 263	 155	 200
mt	377	 230	 38	 14	 61	 34
mu	23869	 2470	 11515	 2882	 2348	 4654
mv	8	0	 4	 4	0	0
mw	29	 15	 6	 2	 6	0
my	829	 145	 28	 160	 188	 308
mz	5	 3	0	0	0	 2
mœ	30	 2	0	0	 25	 3
m²	26	0	 15	 8	0	 3
m³	18	0	 18	0	0	0
m»	15	0	 2	0	0	 13
mâ	334	 183	 8	 12	 12	 119
mã	5	0	 5	0	0	0
mæ	1	 1	0	0	0	0
mè	4020	 1203	 268	 588	 717	 1244
mé	22169	 2964	 4986	 4237	 3870	 6112
mê	11252	 2012	 1053	 2217	 3166	 2804
mí	2	0	 2	0	0	0
mî	15	 14	0	0	 1	0
mô	45	 28	 1	 5	 10	 1
mö	1	0	0	0	 1	0
mú	1	0	 1	0	0	0
mû	82	 47	 1	 17	 11	 6
mü	2	0	 2	0	0	0
n 	345387	 52696	 91913	 58262	 74705	 67811
n!	8	0	0	 4	 2	 2
n"	222	0	0	 119	 32	 71
n'	20008	 4923	 3306	 4455	 4052	 3272
n(	9	0	 4	0	 1	 4
n)	928	 8	 178	 169	 220	 353
n+	2	0	0	0	0	 2
n,	21626	 4962	 3605	 5110	 3875	 4074
n-	3076	 245	 593	 1274	 373	 591
n.	11916	 3196	 1980	 2269	 2283	 2188
n/	82	0	 21	 4	 15	 42
n0	1	0	0	0	0	 1
n1	8	0	0	0	0	 8
n2	1	0	0	0	0	 1
n:	106	0	 74	 12	 2	 18
n;	146	0	 118	 11	 4	 13
n=	3	0	0	0	0	 3
n?	618	0	 601	 11	 3	 3
nA	4	0	 4	0	0	0
nC	1	0	0	0	0	 1
nD	1	0	0	0	0	 1
nF	2	0	0	 1	 1	0
nH	3	0	0	0	0	 3
nO	1	0	0	0	0	 1
nP	1	0	0	0	0	 1
nS	10	0	0	0	0	 10
nV	2	0	0	0	 1	 1
n[	2	0	0	0	 1	 1
n]	149	 3	0	 5	 11	 130
na	78140	 9909	 27435	 12730	 14137	 13929
nb	240	 41	 30	 95	 22	 52
nc	97935	 11725	 22499	 17603	 25270	 20838
nd	86863	 18825	 17166	 17201	 16898	 16773
ne	184362	 36507	 38796	 33723	 38128	 37208
nf	19558	 2481	 5983	 3160	 3833	 4101
ng	25054	 5924	 4324	 5360	 4378	 5068
nh	1070	 230	 310	 211	 166	 153
ni	74056	 6831	 18921	 14216	 18621	 15467
nj	1657	 211	 196	 274	 486	 490
nk	467	 37	 105	 151	 50	 124
nl	728	 209	 52	 195	 177	 95
nm	738	 24	 184	 66	 279	 185
nn	61534	 8606	 18934	 10590	 12781	 10623
no	63817	 10738	 15907	 10772	 13114	 13286
np	133	 5	 14	 22	 6	 86
nq	6258	 1401	 1235	 2017	 927	 678
nr	2161	 343	 435	 447	 469	 467
ns	204585	 28223	 57997	 32830	 43683	 41852
nt	410380	 66534	 97373	 72314	 86394	 87765
nu	16503	 3516	 4038	 3318	 2628	 3003
nv	16688	 1767	 5623	 2695	 4045	 2558
nw	62	 8	 8	 14	 27	 5
nx	75	 26	 1	 12	 11	 25
ny	815	 204	 77	 237	 113	 184
nz	948	 255	 145	 302	 57	 189
nœ	92	 22	0	0	 66	 4
n¡	3	0	0	0	0	 3
n«	1	0	 1	0	0	0
n­	23	0	0	0	 23	0
n°	95	 7	0	0	 39	 49
nº	3743	0	 3743	0	0	0
n»	491	 5	 203	0	0	 283
nÏ	5	0	0	0	0	 5
ná	8	0	 8	0	0	0
nâ	39	 23	0	 10	 2	 4
næ	4	 4	0	0	0	0
nç	5554	 915	 418	 1782	 1724	 715
nè	960	 348	 120	 148	 168	 176
né	38287	 3780	 12865	 6587	 8266	 6789
nê	444	 339	 7	 46	 19	 33
nî	3	 3	0	0	0	0
nó	2	0	 2	0	0	0
nô	96	 31	0	 15	 38	 12
nû	10	 5	0	0	 2	 3
nü	2	0	0	0	 2	0
o 	4529	 310	 1190	 1396	 428	 1205
o!	45	0	0	0	0	 45
o"	15	0	0	 10	0	 5
o'	5	0	0	 1	0	 4
o(	1	0	0	0	0	 1
o)	110	 2	 33	 21	 10	 44
o*	1	0	0	0	0	 1
o,	1170	 135	 162	 542	 106	 225
o-	1822	 34	 248	 494	 243	 803
o.	414	 76	 75	 167	 36	 60
o1	5	0	0	0	0	 5
o6	1	0	0	0	0	 1
o:	6	0	 2	 3	0	 1
o;	7	0	 7	0	0	0
o?	23	0	 21	 1	 1	0
oA	2	0	0	0	0	 2
oC	4	0	0	 2	0	 2
oE	2	0	0	0	0	 2
oF	1	0	0	0	0	 1
oI	7	0	0	0	0	 7
oN	1	0	0	0	0	 1
oP	2	0	0	0	0	 2
oQ	1	0	 1	0	0	0
oS	1	0	0	0	0	 1
o]	1	0	0	0	0	 1
oa	990	 89	 387	 219	 56	 239
ob	19953	 2225	 5511	 2836	 4468	 4913
oc	40437	 3832	 9359	 6973	 10705	 9568
od	19716	 1373	 5142	 2470	 5371	 5360
oe	5482	 2224	 1324	 915	 130	 889
of	9102	 988	 2056	 1717	 2360	 1981
og	22757	 1382	 5318	 2733	 6624	 6700
oh	1206	 114	 232	 384	 190	 286
oi	97893	 24250	 16074	 18993	 21029	 17547
oj	3761	 96	 2355	 531	 445	 334
ok	627	 33	 366	 134	 16	 78
ol	51433	 6151	 9695	 9172	 12996	 13419
om	117622	 16652	 46082	 15465	 19107	 20316
on	474217	 56140	 144156	 74719	 101509	 97693
oo	3479	 214	 1940	 440	 379	 506
op	40401	 2844	 15932	 5586	 7232	 8807
oq	3789	 636	 592	 820	 967	 774
or	127557	 19435	 31958	 20441	 28008	 27715
os	42722	 6616	 10678	 6958	 8281	 10189
ot	29432	 5087	 6502	 4737	 6940	 6166
ou	225411	 57071	 37351	 45639	 45237	 40113
ov	6412	 395	 2377	 1535	 910	 1195
ow	821	 18	 114	 326	 105	 258
ox	1570	 66	 368	 255	 187	 694
oy	11886	 3237	 2451	 1780	 2700	 1718
oz	469	 36	 117	 112	 37	 167
o»	30	0	 20	0	0	 10
oâ	2	 2	0	0	0	0
oã	1	0	 1	0	0	0
oè	179	 31	0	 36	 87	 25
oé	322	 26	 107	 40	 47	 102
oê	36	 31	0	 3	 1	 1
oë	301	 118	 10	 106	 46	 21
oî	612	 151	 120	 86	 139	 116
oï	643	 93	 47	 55	 114	 334
oñ	22	 2	 20	0	0	0
où	6063	 1653	 771	 1241	 1090	 1308
oú	1	0	 1	0	0	0
oû	2317	 505	 603	 452	 475	 282
oü	1	0	0	 1	0	0
p 	5352	 1482	 362	 1346	 975	 1187
p"	6	0	0	 4	0	 2
p'	8	 1	0	 5	0	 2
p)	27	0	 6	 9	 2	 10
p,	491	 236	 10	 129	 48	 68
p-	48	 10	 9	 19	 5	 5
p.	3752	 304	 774	 149	 1098	 1427
p/	2	 2	0	0	0	0
p1	3	0	0	0	0	 3
p5	14	0	0	0	0	 14
p:	4	0	 2	0	0	 2
p;	1	0	0	 1	0	0
pH	14	0	0	0	0	 14
pR	3	0	0	0	0	 3
pS	3	0	0	0	0	 3
p[	2	0	0	0	 1	 1
pa	140728	 24076	 34242	 25639	 29225	 27546
pb	6	 1	0	 4	0	 1
pc	22	 7	 8	 3	0	 4
pd	4	0	 3	 1	0	0
pe	76877	 13724	 15705	 13064	 16587	 17797
pf	43	 6	 3	 21	 3	 10
pg	2	0	 1	 1	0	0
ph	13316	 2075	 1859	 1613	 3413	 4356
pi	17241	 6459	 2009	 3040	 2852	 2881
pj	45	0	 36	 9	0	0
pk	32	 1	 15	 5	0	 11
pl	62656	 10711	 11309	 11835	 14773	 14028
pm	42	 2	 16	 5	 1	 18
pn	52	 5	 17	 14	 9	 7
po	129167	 18343	 35656	 21476	 26871	 26821
pp	32645	 3964	 9144	 4714	 7924	 6899
pr	132886	 15184	 36728	 23288	 30692	 26994
ps	7721	 2034	 585	 1666	 1413	 2023
pt	17637	 1586	 5119	 2779	 4112	 4041
pu	26018	 3581	 4577	 5225	 7013	 5622
pv	4	 1	0	 1	 1	 1
pw	2	0	0	 1	0	 1
py	152	 21	 33	 25	 21	 52
pz	16	 9	 3	 4	0	0
p»	14	0	 3	0	0	 11
pÂ	1	0	0	0	0	 1
pâ	419	 260	 56	 44	 20	 39
pä	2	0	 2	0	0	0
pç	195	 52	 10	 61	 33	 39
pè	3153	 870	 510	 368	 934	 471
pé	26766	 2701	 11311	 3807	 4585	 4362
pê	1585	 341	 704	 238	 144	 158
pî	4	 2	0	0	 2	0
pô	750	 61	 194	 224	 119	 152
pû	64	 53	 1	 5	 4	 1
q 	1222	 363	 150	 502	 116	 91
q'	3	0	 2	 1	0	0
q)	6	0	0	0	0	 6
q,	79	 26	0	 46	 1	 6
q-	7	 3	0	 4	0	0
q.	116	 24	 2	 8	 1	 81
q/	1	0	 1	0	0	0
q?	1	0	 1	0	0	0
q[	6	0	0	0	 6	0
qa	6	0	0	0	0	 6
qe	11	0	 10	0	0	 1
qh	2	0	 1	0	0	 1
qi	3	0	 2	0	0	 1
ql	2	0	0	 1	0	 1
qn	2	0	0	0	0	 2
qo	1	0	0	0	0	 1
qp	1	0	 1	0	0	0
qq	19	 1	0	0	0	 18
qs	7	 6	0	 1	0	0
qu	249685	 41957	 49884	 43185	 55210	 59449
qv	1	0	0	 1	0	0
q»	15	0	0	0	0	 15
qâ	2	0	0	0	0	 2
qû	21	 10	 1	 5	 1	 4
r 	246138	 42430	 58880	 46581	 52033	 46214
r!	15	0	 1	 9	 2	 3
r"	142	0	0	 82	 18	 42
r'	38	 25	 4	 1	 1	 7
r(	11	0	 7	 1	0	 3
r)	603	 3	 149	 159	 92	 200
r*	1	0	0	0	0	 1
r,	16731	 5228	 1834	 3969	 2932	 2768
r-	1072	 244	 65	 330	 191	 242
r.	9687	 4038	 678	 2243	 1402	 1326
r/	37	0	 7	 2	 11	 17
r2	3	0	0	0	0	 3
r:	141	0	 131	 3	 1	 6
r;	50	0	 33	 7	 1	 9
r?	219	0	 188	 20	 7	 4
rB	15	0	0	0	0	 15
rG	4	0	0	0	0	 4
rM	1	0	0	0	0	 1
r]	30	 1	0	 3	 20	 6
ra	181061	 28338	 43584	 35063	 39012	 35064
rb	5112	 1406	 871	 1177	 736	 922
rc	29259	 4530	 6719	 5018	 6867	 6125
rd	31244	 8200	 5602	 7044	 6012	 4386
re	373334	 64505	 91581	 66428	 77981	 72839
rf	3453	 598	 390	 570	 891	 1004
rg	20387	 2890	 4548	 3493	 4454	 5002
rh	1155	 73	 89	 47	 68	 878
ri	138286	 23276	 30806	 25186	 31889	 27129
rj	110	 65	 3	 9	 6	 27
rk	1057	 65	 238	 341	 167	 246
rl	7896	 1454	 3369	 1372	 798	 903
rm	38560	 4399	 10274	 6021	 8453	 9413
rn	24452	 2990	 8148	 5104	 3896	 4314
ro	122883	 18332	 37109	 20619	 23752	 23071
rp	4625	 1308	 399	 793	 868	 1257
rq	4571	 1079	 590	 824	 1219	 859
rr	28306	 7046	 5237	 6539	 5126	 4358
rs	79349	 11918	 15874	 15434	 18593	 17530
rt	83503	 11504	 20160	 15530	 19053	 17256
ru	17672	 3605	 3672	 3162	 3629	 3604
rv	12784	 1754	 3499	 2306	 2535	 2690
rw	1836	 17	 26	 13	 1764	 16
rx	236	 1	0	 35	 102	 98
ry	2085	 348	 318	 528	 405	 486
rz	264	 47	 58	 115	 23	 21
r«	2	0	 2	0	0	0
r»	317	 4	 99	 1	0	 213
rÂ	3	0	0	0	0	 3
rá	3	0	 1	0	0	 2
râ	1208	 298	 123	 215	 331	 241
rä	2	0	 2	0	0	0
ræ	6	 6	0	0	0	0
rç	1305	 511	 132	 172	 235	 255
rè	18386	 3213	 4497	 3450	 4507	 2719
ré	92372	 10452	 24639	 17584	 20803	 18894
rê	6667	 1684	 1510	 1261	 1254	 958
rë	2	0	 2	0	0	0
rí	173	0	 173	0	0	0
rî	18	 12	 5	 1	0	0
ró	8	0	 8	0	0	0
rô	4259	 376	 1437	 621	 779	 1046
rö	18	0	 4	 2	0	 12
rø	1	0	 1	0	0	0
rû	435	 327	 14	 49	 26	 19
rü	16	0	 1	 11	 3	 1
s 	880125	 141893	 226507	 151618	 185928	 174179
s!	45	0	 7	 26	 3	 9
s"	628	 2	0	 312	 70	 244
s'	19949	 5500	 2560	 3850	 4128	 3911
s(	11	0	 1	 2	 1	 7
s)	3459	 14	 899	 738	 573	 1235
s*	5	0	0	0	0	 5
s,	72721	 18661	 11673	 15402	 12930	 14055
s-	7008	 2088	 1252	 1650	 921	 1097
s.	41509	 10449	 6809	 9145	 7524	 7582
s/	184	0	 75	 8	 28	 73
s2	9	0	0	0	0	 9
s3	19	0	0	0	0	 19
s5	4	0	0	0	0	 4
s7	2	0	 1	 1	0	0
s:	571	0	 507	 22	 9	 33
s;	457	0	 387	 30	 9	 31
s?	2021	0	 1936	 56	 12	 17
sG	4	0	0	0	0	 4
sJ	4	0	0	0	 3	 1
sP	2	0	 2	0	0	0
s[	6	 1	0	0	 3	 2
s]	92	 21	 1	 13	 42	 15
sa	79431	 18986	 14915	 13629	 17629	 14272
sb	529	 74	 166	 142	 59	 88
sc	22706	 2631	 2787	 3323	 7059	 6906
sd	224	 30	 63	 56	 56	 19
se	185002	 34808	 39791	 34063	 38805	 37535
sf	3008	 179	 789	 321	 1111	 608
sg	99	 8	 17	 23	 15	 36
sh	1085	 121	 196	 448	 52	 268
si	123012	 14887	 38480	 19308	 24434	 25903
sj	53	 8	 6	 11	 11	 17
sk	739	 47	 94	 200	 26	 372
sl	2440	 39	 1282	 459	 431	 229
sm	11357	 449	 1512	 1372	 5065	 2959
sn	503	 84	 100	 164	 74	 81
so	99034	 18436	 18019	 18603	 22362	 21614
sp	31487	 4720	 9728	 4420	 6621	 5998
sq	11660	 2363	 1886	 2421	 2651	 2339
sr	487	 30	 72	 261	 54	 70
ss	107618	 17933	 32147	 18080	 20238	 19220
st	149251	 18060	 29835	 27627	 37014	 36715
su	70382	 10409	 19811	 11750	 14046	 14366
sv	102	 8	 22	 10	 28	 34
sw	96	 8	 30	 25	 6	 27
sy	7756	 516	 1165	 1149	 2297	 2629
sz	47	 1	 8	 20	 8	 10
sœ	23	0	0	0	 22	 1
s«	3	0	 2	0	0	 1
s­	83	0	0	0	 83	0
s»	1627	 9	 702	0	0	 916
s¿	1	0	0	0	0	 1
sÉ	7	0	0	0	0	 7
sâ	35	 27	0	 4	 3	 1
sä	1	0	0	 1	0	0
sæ	1	 1	0	0	0	0
sç	5	 5	0	0	0	0
sè	1039	 370	 92	 162	 212	 203
sé	28362	 3486	 7003	 5127	 5878	 6868
sê	3	0	0	0	 3	0
sî	1	0	0	0	 1	0
sò	1	0	 1	0	0	0
só	1	0	0	0	0	 1
sô	1	 1	0	0	0	0
sö	1	0	0	0	 1	0
sø	1	0	 1	0	0	0
sú	2	0	 2	0	0	0
sû	843	 192	 123	 251	 119	 158
t 	532811	 118458	 105305	 92858	 110728	 105462
t!	14	0	0	 9	 1	 4
t"	178	0	0	 77	 26	 75
t'	439	 359	 3	 14	 8	 55
t(	10	0	 4	 1	 1	 4
t)	825	 6	 137	 179	 203	 300
t*	1	0	0	0	0	 1
t,	36628	 10415	 5457	 7833	 6748	 6175
t-	18636	 4271	 6384	 3239	 2463	 2279
t.	13871	 5684	 1380	 2727	 2050	 2030
t/	218	0	 137	 3	 28	 50
t1	1	0	0	0	0	 1
t3	2	0	0	0	0	 2
t:	5290	0	 5260	 14	 1	 15
t;	93	0	 79	 5	 3	 6
t?	463	0	 446	 13	 1	 3
t@	1	0	0	0	0	 1
tA	12	0	0	0	0	 12
tD	1	0	0	0	0	 1
tF	1	 1	0	0	0	0
tG	17	0	0	0	 17	0
tI	1	0	0	0	0	 1
tM	1	0	0	0	 1	0
tP	58	0	0	0	 58	0
tT	13	0	0	0	0	 13
t]	55	0	0	 11	 33	 11
ta	126696	 20486	 38812	 22080	 22291	 23027
tb	174	 3	 26	 85	 4	 56
tc	1661	 78	 314	 440	 327	 502
td	24	 2	 10	 9	 2	 1
te	238480	 41463	 48308	 42498	 55118	 51093
tf	22	 5	 3	 6	 6	 2
tg	58	 3	 4	 12	 4	 35
th	17999	 2839	 1367	 2106	 5604	 6083
ti	298830	 20699	 91790	 42292	 71694	 72355
tj	20	 3	 9	 7	 1	0
tk	274	 226	 3	 7	 30	 8
tl	402	 21	 92	 135	 47	 107
tm	485	 91	 85	 88	 78	 143
tn	136	0	 34	 75	 5	 22
to	62960	 14495	 12221	 11326	 11115	 13803
tp	173	 5	 13	 44	 21	 90
tq	2	0	 1	 1	0	0
tr	155819	 25006	 34306	 27882	 35783	 32842
ts	57391	 7183	 19704	 9930	 10123	 10451
tt	42796	 9284	 8624	 7517	 9417	 7954
tu	48642	 6675	 12201	 6759	 10544	 12463
tv	30	0	 16	 7	 1	 6
tw	81	 3	 14	 10	 3	 51
tx	5	0	 4	 1	0	0
ty	3490	 180	 591	 343	 923	 1453
tz	535	 45	 51	 207	 101	 131
t­	2	0	0	0	 2	0
t»	444	 1	 206	0	0	 237
tÈ	4	0	0	0	 4	0
tÉ	1	0	0	0	0	 1
tà	16	 1	 11	0	0	 4
tâ	616	 178	 92	 102	 109	 135
tä	9	0	 3	0	 3	 3
tæ	6	 6	0	0	0	0
tè	7775	 689	 1700	 981	 2685	 1720
té	98371	 7794	 30313	 15643	 22184	 22437
tê	1521	 957	 22	 282	 188	 72
tí	3	0	 1	0	0	 2
tî	6	 6	0	0	0	0
tó	2	0	 2	0	0	0
tô	2273	 684	 146	 514	 443	 486
tö	5	0	 1	0	0	 4
tû	1	 1	0	0	0	0
u 	140891	 22990	 36979	 24906	 29848	 26168
u!	2	0	0	 1	 1	0
u"	39	0	0	 18	 7	 14
u'	30108	 8145	 4443	 5347	 6239	 5934
u(	2	0	 1	0	0	 1
u)	146	 1	 25	 27	 28	 65
u,	4752	 1776	 372	 1050	 831	 723
u-	1171	 403	 102	 298	 180	 188
u.	2238	 1051	 126	 444	 322	 295
u/	9	0	0	0	 5	 4
u0	1	0	0	0	0	 1
u2	3	0	0	0	0	 3
u3	2	0	0	0	0	 2
u:	5	0	 4	 1	0	0
u;	12	0	 7	 1	 1	 3
u?	41	0	 36	 2	 2	 1
uF	3	0	0	0	0	 3
uO	6	0	0	0	0	 6
uP	3	0	0	0	0	 3
uT	1	0	0	0	0	 1
u[	4	0	0	0	0	 4
u]	9	0	0	 2	 5	 2
u`	2	0	0	0	0	 2
ua	21513	 4840	 4763	 4152	 3678	 4080
ub	17162	 1854	 3731	 2958	 4972	 3647
uc	24820	 4445	 5674	 4407	 5034	 5260
ud	17025	 3006	 3413	 3700	 3716	 3190
ue	196464	 28119	 42890	 31788	 45753	 47914
uf	4617	 1579	 624	 1013	 777	 624
ug	8062	 1522	 1638	 1608	 2168	 1126
uh	1054	 69	 263	 334	 236	 152
ui	103760	 25632	 18191	 20147	 20325	 19465
uj	6257	 1187	 903	 1558	 1055	 1554
uk	199	 16	 25	 80	 1	 77
ul	44659	 7015	 8877	 7884	 9050	 11833
um	16647	 2949	 3531	 2253	 3053	 4861
un	140449	 26642	 30963	 24535	 28583	 29726
uo	3348	 808	 515	 678	 521	 826
up	18477	 3899	 2981	 4179	 3698	 3720
uq	900	 234	 168	 175	 145	 178
ur	238547	 42460	 58535	 43743	 49447	 44362
us	101082	 24930	 14629	 20118	 21105	 20300
ut	109306	 19699	 27306	 17481	 24505	 20315
uu	40	 12	 12	 5	 2	 9
uv	42652	 8516	 7310	 8020	 11034	 7772
uw	54	 38	 6	 4	 1	 5
ux	56318	 11752	 13448	 10321	 10471	 10326
uy	1460	 450	 132	 316	 433	 129
uz	884	 240	 205	 324	 69	 46
u{	3	0	0	0	0	 3
uœ	1	 1	0	0	0	0
u«	1	0	0	0	0	 1
u­	1	0	0	0	 1	0
u»	69	 1	 21	0	0	 47
uË	1	0	0	0	0	 1
uà	1	0	 1	0	0	0
uâ	38	 35	0	0	 3	0
uæ	9	 9	0	0	0	0
uç	20	 11	 6	 2	0	 1
uè	685	 135	 49	 218	 169	 114
ué	8932	 1229	 2411	 1839	 1607	 1846
uê	1170	 64	 348	 237	 308	 213
uë	139	 42	 9	 31	 16	 41
uí	1	0	 1	0	0	0
uî	29	 21	 4	0	 1	 3
uï	169	 40	 1	 16	 39	 73
v 	358	 1	 30	 190	 32	 105
v!	1	0	 1	0	0	0
v"	1	0	0	0	0	 1
v'	5	 2	0	0	0	 3
v(	1	0	0	0	0	 1
v)	9	0	 1	0	 2	 6
v,	156	 1	 5	 92	 2	 56
v-	7	0	 2	 1	 1	 3
v.	553	 1	 12	 491	 12	 37
v?	1	0	 1	0	0	0
vI	2	0	0	0	0	 2
v[	6	0	0	0	 6	0
va	49683	 14604	 8604	 9320	 9317	 7838
vb	1	0	0	 1	0	0
vc	3	0	 2	0	0	 1
vd	12	0	0	 6	0	 6
ve	113478	 19516	 28558	 20270	 23748	 21386
vg	10	0	 8	 2	0	0
vi	57196	 9990	 13791	 10546	 11493	 11376
vk	6	0	 1	 3	0	 2
vl	20	0	 6	 7	0	 7
vm	2	0	 2	0	0	0
vn	5	 1	0	 2	0	 2
vo	42009	 12616	 5525	 8244	 8744	 6880
vq	1	0	 1	0	0	0
vr	18610	 3763	 4090	 3425	 4713	 2619
vs	68	0	 1	 31	 9	 27
vt	4	0	0	 1	0	 3
vu	5750	 796	 1910	 704	 1387	 953
vv	5	0	 2	 3	0	0
vy	108	 11	 5	 44	 25	 23
vz	6	0	 1	 1	0	 4
vœ	34	 3	0	0	 31	0
và	1	0	 1	0	0	0
vá	1	0	0	0	0	 1
vâ	18	 13	0	0	 2	 3
vè	1042	 208	 134	 209	 282	 209
vé	11075	 1455	 2382	 2137	 2230	 2871
vê	673	 286	 96	 147	 84	 60
vî	36	 33	0	0	 3	0
vô	97	 85	0	 8	 2	 2
w 	350	 2	 60	 77	 62	 149
w"	1	0	0	0	0	 1
w'	1	0	0	0	0	 1
w)	6	0	0	 1	 5	0
w,	94	 4	 14	 15	 16	 45
w-	126	0	 11	 100	 1	 14
w.	17	 1	 3	 3	 5	 5
w:	1	0	 1	0	0	0
w;	1	0	 1	0	0	0
w=	2	0	0	0	0	 2
w?	1	0	 1	0	0	0
wa	746	 62	 198	 150	 165	 171
wb	3	 1	0	 2	0	0
wc	4	0	0	 3	0	 1
wd	3	0	0	0	0	 3
we	798	 124	 78	 334	 63	 199
wf	5	 1	0	 3	0	 1
wh	165	 1	 11	 11	 1	 141
wi	2191	 41	 76	 94	 1785	 195
wk	18	 2	 2	 10	 4	0
wl	65	0	 14	 13	 2	 36
wm	12	0	 8	 1	 3	0
wn	81	 7	 9	 24	 4	 37
wo	231	 26	 13	 55	 30	 107
wr	28	0	 12	 6	 1	 9
ws	173	 2	 24	 34	 8	 105
wt	128	 100	 2	 2	 18	 6
wu	5	 1	0	0	 3	 1
wv	8	0	0	0	0	 8
ww	2	0	0	0	0	 2
wy	33	 9	 3	 20	0	 1
w»	2	0	0	0	0	 2
wä	1	0	0	 1	0	0
wè	1	 1	0	0	0	0
wé	23	 1	 8	 3	 2	 9
wü	2	0	 1	0	 1	0
x 	52013	 10403	 12683	 9785	 9967	 9175
x!	1	0	0	 1	0	0
x"	38	0	0	 26	 4	 8
x'	3	0	0	 2	0	 1
x)	159	 3	 34	 33	 42	 47
x,	4498	 1480	 456	 997	 773	 792
x-	2001	 342	 426	 535	 335	 363
x.	2551	 940	 298	 511	 408	 394
x/	8	0	 3	 2	 1	 2
x1	3	0	0	0	0	 3
x2	6	0	0	0	0	 6
x3	3	0	0	0	0	 3
x9	2	0	0	0	0	 2
x:	22	0	 14	 3	0	 5
x;	26	0	 22	 2	0	 2
x?	92	0	 86	 1	 3	 2
xC	2	0	0	0	0	 2
xR	1	0	0	0	0	 1
xS	2	0	0	0	0	 2
xW	3	0	0	0	 3	0
x]	10	0	0	 2	0	 8
xa	3548	 507	 1285	 562	 535	 659
xc	2999	 346	 642	 588	 785	 638
xd	11	 2	 7	 1	 1	0
xe	8154	 629	 2133	 1160	 2220	 2012
xf	25	0	 2	 6	 5	 12
xh	173	 32	 28	 29	 29	 55
xi	9239	 863	 2091	 1132	 2872	 2281
xl	14	0	 4	 2	 8	0
xm	8	 7	0	0	0	 1
xn	2	0	 1	0	0	 1
xo	458	 34	 73	 109	 122	 120
xp	11154	 1491	 2194	 1726	 2871	 2872
xq	625	 91	 234	 61	 123	 116
xr	1	0	 1	0	0	0
xs	8	 1	 2	 3	0	 2
xt	5552	 398	 1205	 848	 1323	 1778
xu	264	 24	 37	 73	 43	 87
xv	65	0	0	0	 63	 2
xw	52	 46	0	 5	0	 1
xx	114	0	0	0	 109	 5
